,Id,User,Tweet,tr_tweet
276,277,fjalravnkanken,"Kalo mau anti aging bukan childfree kak, tp tanem benang, botox, prp 🧑🏻‍⚕️🧑🏻‍⚕️","If you want anti aging, it's not childfree, sis, but planting thread, botox, prp 🧑🏻‍⚕️🧑🏻‍⚕️"
277,278,katadochi,Kalo childfree gak bisa ngewe di area PVJ,"If you're childfree, you can't have sex in the PVJ area"
278,279,TerapiPsikologi,"https://t.co/YH3pZfwJ1B
Komentar Viral Soal Childfree Sebagai Anti Aging Biar Awet Muda 

#childfreeindonesia 
#bebastanpaanak 
#parentinganak 
#konselingpsikologi 
#traumapsikologi 
#rumahtanggabahagia","https://t.co/YH3pZfwJ1B
Viral Comments About Childfree As Anti Aging To Keep You Young

#childfreeindonesia
#freewithoutchildren
#parentinganak
#psychological counseling
#traumapsychology
#happyhousehold"
279,280,mdzarghifff,@kannakamuyy Tap...tap...tapi. bukannya Gus Dur gak akan naik kalo gak ada bu Mega. Jadi yaa kalo Soekarno Childfree. Cuman sampe ke B.J Habibi aja sih validnya,"@kannakamuyy Tap...tap...but. It's not like Gus Dur wouldn't have gone up if there wasn't Mrs. Mega. So yeah, Soekarno Childfree. It's only valid until B.J Habibi"
280,281,svarrah,"""CHILDFREE termasuk genocida"" kata orang yg blm perna punya anak dan memang tujuan hidupnya beranak pinak😆","""CHILDFREE is genocide,"" said a person who has never had children and indeed his life goal is to have children😆"
281,282,mindruller,Dengan kehadiran campaign “childfree” ini malah ngebuat orang-orang yg mulai merasakan umur hidup dan belum menikah malah jadi pikiran dan remind kalau udah deket waktunya menikah punya anak dan beregenerasi,"With the presence of this ""childfree"" campaign, it actually makes people who are starting to feel the age of life and are not married even become thoughts and reminds when the time is near to get married, have children and regenerate"
282,283,noonaqura,"Baru kelar dengerin Musuh Masyarakat di Noice yang eps childfree, kocak banget.. Mau nikah harus ada syarat ngajuin SKCK. Kenapa gw dulu percaya aja ya sama laki gw, untung aja laki gw beneran orang baik.. 🤣🤣🤣","Just finished listening to Enemy of Society in Noice which is childfree eps, really funny.. If you want to get married, you have to apply for an SKCK. Why did I just believe in my man, luckily my man is really a good person.. 🤣🤣🤣"
283,284,KUA__Alafan,"Childfree Dalam Pandangan Islam
#kuaaceh 
#fiqhpernikahan 
#fiqh
#kuaalafan https://t.co/3P34qNBwYu","Childfree in Islamic Perspective
#kuaaceh
#fiqhwedding
#fiqh
#kuaalafan https://t.co/3P34qNBwYu"
284,285,cahyadianugrah,Bahasan childfree ini udah kaya bagusan pake coolant atau air biasa buat radiator. Gak kelar-kelar 😪,This childfree discussion is good enough to use coolant or plain water for radiators. It's not over 😪
285,286,GessyHGanie,"Pak @Kiyai_MarufAmin konsep Childfree itu bagian dari DePopulasi Agenda EliteGlobal termasuk kaum Pelangi LGBT yg dulu saat kampanye, sayangnya diusung &amp; dilindungi @jokowi pula, lupa ya? @mas_prasetiyo @NIAS2013 @LtdAkbar @Aku08__ @by_blackangel @Ilen_Srg https://t.co/X6XiOzAqNM https://t.co/RmvPFbHWIZ","Pak @Kiyai_MarufAmin the concept of Childfree is part of the EliteGlobal Agenda DePopulation including the Pelangi LGBT people who used to be during the campaign, unfortunately it was carried &amp; protected by @jokowi anyway, forgot huh? @mas_prasetiyo @NIAS2013 @LtdAkbar @Aku08__ @by_blackangel @Ilen_Srg https://t.co/X6XiOzAqNM https://t.co/RmvPFbHWIZ"
286,287,BungWiratmoko,@galjipvt @aik_deathripper Childfree mas!,@galjipvt @aik_deathripper Childfree mas!
287,288,F_Budi11,"Aku jd inget kemarin temenku sempet nanya, 'menurutmu, orang yg milih childfree,apa alasanny?' dan aku cuma jawab 'they just challenge the norms'

Maksudku sebenarny in a good way, karna sebagai perempuan, masyarakat pasti mikirnya ya harus punya anak dan jd istri/ibu","I remember yesterday my friend asked me, 'what do you think, people who choose childfree, what is the reason?' and I just answer 'they just challenge the norms'

I mean actually in a good way, because as a woman, society must think that you have to have children and be a wife/mother"
288,289,RadiusSetiyawan,Ulasan saya soal gaduh childfree dan kaitan dengan anti aging !,My review is about childfree noise and its relation to anti aging!
289,290,hasanbasdian,Yang berpikir childfree kenapa ibunya dahulu gak berpikiran childfree juga ya biar dia ga lahir.,"Those who think childfree, why didn't his mother think childfree before too, so he wasn't born."
290,291,Solarbepolar,"Sekedar menghargai keputusan orang kain aja kok susah, yang child free gausah gembar gembor childfree dengan terlalu berlebihan, yang non childfree juga jangan terlalu arrogant liat orang yang punya keputusan beda","Just respecting the decisions of rags, why is it difficult, for those who are child free, there's no need to exaggerate childfree fanfare, for those who are non-childfree too, don't be too arrogant to see people who have different decisions."
291,292,Ireennneeeee,@tanyarlfes Penganut childfree dsini 👋,@tanyarlfes Childfree adherents here 👋
292,293,orangutandroid,"Males becandain childfree karena pengennya sih punya anak, cuman istrinya aja yang belum ada.😔","I'm lazy to joke about childfree because I really want to have children, only my wife doesn't have one yet.😔"
293,294,AqsaGautama,"Keinget Prinsip Mbak #GitaSav Childfree Karena Pilihan Hidup, Is Okay Sih Kalo Masih Mau Bebas Tapi Yah Mbak Coba Dipikirkan Kembali Kalo Udah Umur 35+ Gak Ada Momongan, Alhamdulillah Kalo Umur Panjang Rejeki Lancar Bisa Urus Sendiri, Tapi Kalo Takdir/ Plan nya Beda. Wassalam.","Remember the principle of Ms. #GitaSav Childfree Because of Life's Choices, It's Okay If You Still Want to Be Free But Well Ma'am Try to think again If you're 35+ and you don't have a child, thank God, if you live long, good luck, you can take care of yourself, but the destiny/plan is different. Best regards."
294,295,denirzld,"Yang childfree pas lebaran gk bisa ngomong "" Sini uangnya mamak simpan ? ""","Those who are childfree during Eid can't say ""Is this where the money is kept?"""
295,296,beradaptasii,@PolJokesID Harusnya kalau soeharto childfree,@PolJokesID If Suharto was childfree
296,297,oventerbang,"Kamu yg setuju dengan childfree ya gpp , tapi kamu bakal kehilangan kesempatan merasakan bahwa membesarkan ,merawat , menyayangi  anak sendiri itu lebih nikmat rasanya daripada melakukannya untuk anak orang lain","Those of you who agree with childfree are okay, but you will lose the opportunity to feel that raising, caring for, loving your own children is more enjoyable than doing it for other people's children"
297,298,yvongloriabella,Belum selesai rupanya ribut-ribut soal childfree nih. https://t.co/KulO0lIF5Q,"It's not over yet, apparently the fuss over childfree. https://t.co/KulO0lIF5Q"
298,299,masfajarganteng,Mending soeharto aja sih yang childfree,It's better if Suharto is childfree
299,300,chiensugianto,Halah cuma orang yg bilang childfree kek macam di hebohkan 1 indonesia aja,"Oh, only people who say childfree are like being stirred up by 1 Indonesia"
300,301,alviolaa,@PolJokesID Maap pak bukan penganut childfree tp aku gamau keturunanku hidup untuk liat kiamat,"@PolJokesID I'm sorry sir, I'm not a childfree believer but I hope my descendants live to see the end of the world"
301,302,diditprast,Mereka yg memutuskan untuk childfree itu untungnya apa ya? Kan anaknya dikasih-kasihkan ke orang dgn gratis.,What are the benefits for those who decide to go childfree? The child is given to people for free.
302,303,kakeanmimpi,"@PolJokesID Diam, diam, diam, diam =&gt; childfree : ehem,  nongol ahhhhh","@PolJokesID Shut up, shut up, shut up, shut up =&gt; childfree : ehem, stick out ahhhh"
303,304,benicc20308,"@tanyarlfes Yang gak childfree, semoga keluarga kalian selalu lancar rejeki dan dimudahkan segala urusan dalam merawat anak hingga besar nanti....

Semangat wanita"" buat yang pejuang garis 2 💪💪💪 https://t.co/Y8ps869B0w","@tanyarlfes Those who are not childfree, I hope your family will always have good fortune and make it easy for all matters in caring for children until they grow up....

The spirit of women"" for line 2 fighters 💪💪💪 https://t.co/Y8ps869B0w"
304,305,diezadiza,"Jadi anti aging kamu yang mana? Childfree or husbandfree?

Karena skincare uda lewat masanya 😂
2023~","So which anti aging are you? Childfree or husbandfree?

Because skincare is past its time 😂
2023~"
305,306,Muhammad16salim,Rame soal childfree. Padahal itu kaya soal pilihan masing-masing sih menurut Ku.,"Lots of childfree stuff. Even though it's a matter of individual choices, in my opinion."
306,307,mark67393841,"@qorygore childfree bisa jadi, dimana angka kelahiran anak pertama meningkat","@qorygore childfree could be, where the first child birth rate increases"
307,308,juneth_7,"@In_avicenna @PartaiSocmed Kalau Soekarno Childfree, presiden kita Tommy Soeharto skrg...","@In_avicenna @PartaiSocmed If Soekarno was Childfree, our president Tommy Suharto is now..."
308,309,YESSIOW,@Heraloebss Ini nih salah satu alesan childfree. Egois mau punya anak tp anaknya diperlakukan seperti ini. Kasian anaknya juga menderita kaya gimi kan. Yg punya masalah org tuanya tp anak yg kena dampaknya. Mending gausah punya anak drpd egois!,@Heraloebss This is one of the reasons for being childfree. It's selfish to want to have children but their children are treated like this. It's a pity that his son also suffers like this. The parents who have problems are the children who are affected. It's better not to have children than to be selfish!
309,310,dejdejana01,"@ibrahimyosefm Hahaha emangggg childfree, pendukung perjinahan jugaaaa lohj.","@ibrahimyosefm Hahaha it's childfree, you're also a supporter of adultery, you know."
310,311,uyahaytida,yang bilang childfree gitasav dan cuma dia. eh hebohnya seluruh dunia. apasih kalau gk setuju yg diomongin gitasav yaudah sih. gak usah rempong. mau punya anak atau gk punya anak itu pilihan. bangsa ini terlalu memperbesar masalah² kecil &amp; gk penting.,"who said childfree gitasav and only him. Oh, the whole world is excited. what if you don't agree with what gitasav said, that's fine. no need to fuss. whether to have children or not to have children is your choice. this nation exaggerates small problems &amp; not important."
311,312,SFerdiansyah,Doktrin childfree jelas doktrin kaum kafaro! Maka muslim wajib jauh dan berlepas diri dari faham tersebut sih,The childfree doctrine is clearly the doctrine of the kafaro! So Muslims must stay away from this understanding
312,313,katakatejuga,"Kebodohan akan terus terpampang berlanjut pada war:
Agama / kepercayaan
Childfree
Feminis/pelecahan","Stupidity will continue to be plastered on the war:
Religion / belief
Childfree
Feminist/splitting"
313,314,zikri_naaa,"So yea, gue bkn childfree aja tp gue jg childphobia","So yeah, I'm not just childfree but I'm also childphobic"
314,315,zikri_naaa,"Gue pgn childfree bkn hanya tkut gbs ngurus anak dgn baik. Gue childfree krn emg gue benci sm anak kecil, anjing. Those annoying bastards are a pure selfish twat who does not giving any fuck to their close relatives at all","I want to be childfree, not just afraid of not being able to take good care of my children. I'm childfree because I really hate small children, dogs. Those annoying bastards are a pure selfish twat who doesn't give any fuck to their close relatives at all"
315,316,hey_ramaa,@mouse_stamp @Askrlfess Di agama islam salah satu syaratnya harus BERAKAL loh? Hebat ya manusia skrg akalnya ngomong yg childfree udah yakin amalannya masuk surga 😂😂😂 padahal banyak cara menuju surganya allah,"@mouse_stamp @Askrlfess In Islam, one of the requirements is to have SENSE, right? It's great, right now, humans have reason to say childfree, they're sure their deeds will go to heaven 😂😂😂 even though there are many ways to God's heaven"
316,317,yaranshop,"For order and information :
• https://t.co/126TijTivx
• Melayani Gosir &amp; Enceran

Taman Safari | Zootopia 2 | Childfree | #BRISE | Hujan | Menit 90 | Singa | Puskesmas | Kurniawati | Fast X | Jahat | Kursi | Dahsyat | AKU SAYANG KAMU | Hari Sabtu | Sore | #Win1stFMJKT https://t.co/HfC3n6Kev6","For orders and information :
• https://t.co/126TijTivx
• Serving Gossip &amp; Solution

Safari Park | Zootopia 2 | Childfree | #BRISE | Rain | 90 minutes | lion | health center | Kurniawati | Fast X | Evil | Chair | awesome | I LOVE YOU | Saturday | Afternoon | #Win1stFMJKT https://t.co/HfC3n6Kev6"
317,318,AndalasArdhi,Bayangno lek biyen bapak-ibukmu milih childfree,Imagine that your parents chose childfree
318,319,pramboedii,@qorygore Mandul berkedok childfree #QGBacotsantuy,@qorygore Barren under the guise of childfree #QGBacotsantuy
319,320,benicc20308,"Childfree childfree 🙅❌❌
Childshopping 🛒🛒🛒🛍️🛍️ https://t.co/SZQGznXfAa","Childfree childfree 🙅❌❌
Childshopping 🛒🛒🛒🛍️🛍️ https://t.co/SZQGznXfAa"
320,321,herryrakhmadani,Akibat tidak childfree https://t.co/goJ7U67NvP,Consequences of not being childfree https://t.co/goJ7U67NvP
321,322,pr_charmant,"Rasa hati gak damai liat debat Childfree atau enggak, gimana ya cara ngilangin ini biar ga muncul di beranda.","My heart doesn't feel peaceful watching the Childfree debate or not, how can I get rid of this so it doesn't appear on the homepage."
322,323,AmamurR,"Kayanya orang tua Gitasav mulai menyesal, kenapa dulu dia ga childfree aja.","It seems like Gitasav's parents are starting to regret, why wasn't he just childfree before."
323,324,kan_ruizi,"Kenapa ibu2 kaya gini ga childfree aja sih?
Wkwk","Why aren't mothers like this just childfree?
Wow"
324,325,pokjayyyyyyy,"Aduhh sok sok childfree sok mengedukasi lagi, mandul mah mandul aja neng! Tinggal adopsi anak aja..","Ouch, pretending to be childfree, pretending to be educating again, I'm just barren, man! Just adopt a child..."
325,326,mdzarghifff,"plottwist : Ternyata yang mau beli (pura-pura) adalah Intel polisi , bagian Human Trafficking. dikiranya jual anak buat jadi gepeng (gembel pengemis)

 #childfree #humantraffickingawareness #humantraffic #pemudaabad21 https://t.co/icQ0dtgP7s","plottwist : It turns out that the person who wanted to buy (pretend) was the intelligence of the police, part of Human Trafficking. he thought he was selling his child to be a beggar

 #childfree #humantraffickingawareness #humantraffic #pemudaabad21 https://t.co/icQ0dtgP7s"
326,327,mdzarghifff,Mon maap yaa childfree belum bisa login yaa #childfree #amitamit #pemudaAbad21 https://t.co/0sKzOo1Xrn,Mon maap yaa childfree belum bisa login yaa #childfree #amitamit #pemudaAbad21 https://t.co/0sKzOo1Xrn
327,328,VilesYussef,@beribadaaah Aya hubungan teu childfree jeung freejazz?,@beribadaaah Is there a relationship between childfree and freejazz?
328,329,BonhamIrwan,Bayangin kalau Adam dan Hawa Childfree..,Imagine if Adam and Eve were Childfree..
329,330,windae,"Dan seandainya gue childfree pun, bukan krn ada luka, my mom raised me so well sampe gue ga hilang kasih sayang, dan she protects me always at all cost even in the lowest point of my dad left the family....","And even if I were childfree, not because I had a wound, my mom raised me so well until I don't lose my love, and she protects me always at all cost even at the lowest point of my dad left the family...."
330,331,windae,"@tanyarlfes Keputudan childfree ga semua ttg luka, tp ada jg ttg ketakutan, dunia makin ga ramah, ketakutan akan ketidakmampuan kita buat lindungi dan membesarkan anak, anak tuh manusia loh, satu nyawa yg bagian dr tanggung jawab orang tua.. you may never think about that","@tanyarlfes The childfree decision isn't all about injuries, but there is also fear, the world is becoming less friendly, fear of our inability to protect and raise children, children are human, one life is part of parental responsibility.. you may never think about that"
331,332,Rosarisesotya,childfree keputusan yg gak buruk² amat kok.,childfree is not a bad decision really.
332,333,zulfirizza_,@FebriCerensia @secondiarsy Bakso beranak apa bakso childfree?,@FebriCerensia @secondiarsy Meatballs with children or childfree meatballs?
333,334,MeiAdisuko,@bijimahoni_ @duniamanji Self centric? Sama saja sebetulnya antara yang ingin childfree dengan yang mau punya anak. Renungkan dengan jujur kenapa orang ingin punya anak ...,@bijimahoni_ @duniamanji Self centric? It's actually the same between those who want to be childfree and those who want to have children. Reflect honestly on why people want to have children...
334,335,Yudaduy__,"Andaikan si ibu ini Childfree, pasti nakanak BMX dan Skate bebas berbain seperti biasanya. Btw mereka berprestasi juara di luar negri loh, ibu anaknya ranking gak di kelasnya?","If this mother were Childfree, the BMX and Skate children would be free to play as usual. By the way, do they achieve championships overseas, do their mothers and children rank in their class?"
335,336,dewimutiaraaa_,"childfree ya pilihan masing masing org tp ga usah nyingung org yg milih punya anak, klo emng happy sm keadaan itu pasti ga peduli sm pilihan org lain, dan ga mungkin nyingung org trs klo happy, biasanya org ga mampu punya suka resek sm org yg punya😝","it's childfree, it's each person's choice but you don't have to offend people who choose to have children, if you're happy with that situation you definitely don't care about other people's choices, and it's impossible to offend people, then if you're happy, usually people can't afford to like people who have 😝"
336,337,mhmmd_jati,"Seolah-olah kewajiban buat “ngurus” semua anak terlantar cuma buat non-childfree. Padahal childfree atau non-childfree, “ngurus” anak terlantar jadi kewajiban kemanusiaan ga sih?","It's as if the obligation to ""take care"" of all abandoned children is only for non-childfree people. Even though childfree or non-childfree, ""taking care"" of abandoned children is a humanitarian obligation, isn't it?"
337,338,mhmmd_jati,"Opini “anti aging alami itu childfree” di mana harmless-nya? Nyata-nyata nyenggol kelompok yang ga memilih childfree, kok.","Opinion ""natural anti aging is childfree"" where is the harmless? It really annoys groups that don't choose childfree, really."
338,339,Xtrememoonshit_,coba aj mak bapak gw childfree 🤡,"Just try, my father, my father, are childfree 🤡"
339,340,NamNan___,"Disaat tubuhmu kian melemah ditelan waktu, childfree yang dulu engkau banggakan hanya akan menjadi penyesalan tak berujung!

#childfree #antichildfree #propaganda https://t.co/rOIxQLlHMI","While your body is getting weaker swallowed up by time, the childfree you used to be proud of will only become endless regrets!

#childfree #antichildfree #propaganda https://t.co/rOIxQLlHMI"
340,341,fajarrusalem,"2023 si baru nih istilah childfree, gue mah gamau ambil pusing, ikut2an, tp seliweran trus di linimasaku, gitasav tempeeek","In 2023, the term childfree is new, I don't want to bother, I'm joining, but it keeps going on my timeline, gitasav tempeeek"
341,342,syarafmaulini,"Kunci awet muda itu bukan childfree, tapi semangat komunisme","The key to eternal youth is not childfree, but the spirit of communism"
342,343,fraaikobigail,Ribut2 childfree. Capek juga bacanya hedeuh,Childfree fuss. Hedeuh too tired to read
343,344,mubarekalsyaban,@otongkoil Childfree hanya kedok. Aslinya mandul,@otongkoil Childfree is just a cover. Originally barren
344,345,dondihananto,"This

Loe mau childfree, mau anak bikin kesebelasan bola, mau boker duduk atau jingkok, mau tidur gelantungan, terserah

Gak usah maksain pilihan hidup loe ke org lain. Tp jg jgn ganggu hak org lain

Tapi kalo makan bubur ya diaduk. No debat","this

Do you want to be childfree, do you want your children to make a soccer team, do you want your buttocks sitting or squatting, do you want to sleep in a slump, it's up to you

Don't force your life choices on other people. But don't interfere with other people's rights

But if you eat porridge, stir it. No debate"
345,346,AD71E_,coba klo papa mamamu childfree,try if your papa mama is childfree
346,347,StefenLifc,"Ribet banget orang-orang masalah childfreee. Biarin aja si orang mau punya anak apa engga, kita support aja. 
- Ada orang pengen childfree ya doain aja supaya ga bisa punya anak atau mandul
- Ada orang pengen punya anak ya doain aja punya anak","It's really complicated, people with childfree problems. Just let the person want to have children or not, we just support it.
- There are people who want to be childfree, so just pray so they can't have children or are infertile
- There are people who want to have children, just pray for children"
347,348,cermati_ID,Mengenal Childfree serta Efeknya dalam Kesehatan dan Finansial https://t.co/hszK0Y5PXM https://t.co/o7Ern5gwSy,Get to know Childfree and Its Effects on Health and Finance https://t.co/hszK0Y5PXM https://t.co/o7Ern5gwSy
348,349,uchaner1,@otongkoil Teh celup merek e childfree mas...,@otongkoil Teabag brand e childfree mas...
349,350,rivaimuhamad,"Kalau kami sudah berhasil menciptakan teknologi untuk mendownload otak manusia dan memindahkannya ke tubuh baru, perdebatan kalian soal childfree/childpaid sudah tidak relevan lagi, karena individu dapat hidup abadi, sehingga kelahiran dan kematian adalah consent. https://t.co/1gxHdAHyuv","If we have succeeded in creating the technology to download the human brain and transfer it to a new body, your debate about childfree/childpaid is no longer relevant, because individuals can live forever, so birth and death are consent. https://t.co/1gxHdAHyuv"
350,351,DesiMulyasari20,"Umurku sudah https://t.co/2n9dDwkOfA..tapi jadinya begini,,apakah aku childfree??
Usia mentalku adalah 24- Siapakah kamu? https://t.co/PPXBMaVt1n","I'm already old https://t.co/2n9dDwkOfA..but it's like this, am I childfree??
My mental age is 24- Who are you? https://t.co/PPXBMaVt1n"
351,352,flawws4n,"Terserah orang lah, mau childfree mau ngga bukan urusan lu","It's up to people, whether you want to be childfree or not is none of your business"
352,353,masjokiskripsi,"Promo Paket Skripsi, Promo hanya berlaku di bulan FEBRUARI ya

#jokiskripsimalang #jokiskripsikediri #jokiskripsimadiun #jokiskripsiaceh #jokiskripsisulawesiselatan #jokiskripsimakassar

Cowok 2 Manggarai Frozen 3 Twitter Blue #instagramdown Gitasav Childfree #PrayForPapua https://t.co/JzXMmrIBtW","Promo Thesis Package, Promo is only valid in the month of FEBRUARY

#jokikripmalang #jokikripkediri #jokikripmadiun #jokikripaceh #jokikripsilawisiselatan #jokikripmakassar

Guy 2 Manggarai Frozen 3 Twitter Blue #instagramdown Gitasav Childfree #PrayForPapua https://t.co/JzXMmrIBtW"
353,354,masjokiskripsi,"Joki Proposal Skripsi Nusa Tenggara Barat Papua Maluku Gorontalo Papua Barat Joki Proposal Skripsi Sulawesi Tengah Sulawesi Utara Sulawesi Barat Sulawesi Tengah

Turut Berduka Cita #PrayForPapua Cowok 2 Twitter Blue #instagramdown Manggarai #DearDavid Childfree Gitasav https://t.co/tzRpvthjfs","Jockey Thesis Proposal West Nusa Tenggara Papua Maluku Gorontalo West Papua Jockey Thesis Proposal Central Sulawesi North Sulawesi West Sulawesi Central Sulawesi

Condolences #PrayForPapua Guys 2 Twitter Blue #instagramdown Manggarai #DearDavid Childfree Gitasav https://t.co/tzRpvthjfs"
354,355,masjokiskripsi,"Joki Proposal Skripsi Nusa Tenggara Barat Papua Maluku Gorontalo Papua Barat

#jokiproposalskripsi #jokiproposalskripsigorontalo #jokiproposalskripsintt 

#PrayForPapua Cowok 2 Twitter Blue #instagramdown Turut Berduka Cita #DearDavid Childfree Gitasav https://t.co/os5AILGqWd","Jockey Thesis Proposal West Nusa Tenggara Papua Maluku Gorontalo West Papua

#jokiproposalkrip #jokiproposalkripgontalo #jokiproposalkripntt

#PrayForPapua Guys 2 Twitter Blue #instagramdown My deepest condolences #DearDavid Childfree Gitasav https://t.co/os5AILGqWd"
355,356,masjokiskripsi,"Joki Proposal Skripsi Sulawesi Tengah Sulawesi Utara Sulawesi Barat Sulawesi Tengah

#jokiproporalskripsimaluku #jokiproposalskripsisumut #jokiskripsipapua #jokiskripsisulawesiselatan

Cowok 2  Twitter Blue #PrayForPapua #instagramdown Manggarai #DearDavid Childfree Gitasav https://t.co/5dT7UNSyS7","Jockey Thesis Proposal Central Sulawesi North Sulawesi West Sulawesi Central Sulawesi

#jokiproposalkripmaluku #jokiproposalkripsumut #jokikrippapua #jokikripsulawiselatan

Guys 2 Twitter Blue #PrayForPapua #instagramdown Manggarai #DearDavid Childfree Gitasav https://t.co/5dT7UNSyS7"
356,357,donnydonutz,Kamu bisa ribut kampanye childfree sekarang itu karena bapak ibumu dulu gak childfree lho ‘cuk…,"You can make a fuss about the childfree campaign right now because your parents weren't childfree, you know…"
357,358,ich_ayu,"@kikysaputrii Gita nya ga bully orang soal childfree, kenapa Dia yg di bully ya…","@kikysaputrii Gita doesn't bully people about childfree, why is he the one being bullied huh..."
358,359,treezana,"Kenapa childfree jd rame
Let people with their needs and wants
Mind your problems","Kenapa childfree jd rame
Let people with their needs and wants
Mind your problems"
359,360,KoekWiratma,"Kok iso yo do mikir nek childfree marai awet nom, kui do rung tau ndelok wulan guritno po piye sih?","Why do you think that childfree will last forever, if you don't know how to see the last month?"
360,361,andrevolusi,"Heran deh sama org2 yg suka beranak pinak

Kek kebakaran bgt klo ada org yg punya prinsip ""childfree""
Segala hal dikaitin, buat seolah2 org2 yg childfree ini salah, berdosa bgt

Pdhl itu kan ga ngerugiin dia
Itu hak org mau childfree atau enggak

Hatinya busuk bgt anjir","It's no wonder that people who like to procreate

It's such a fire if someone has the principle of ""childfree""
Everything is connected, to make it seem like these childfree people are wrong, very sinful

Even though it doesn't hurt him
It's a person's right to be childfree or not

His heart is rotten"
361,362,finallyvalen,"Dunia udah kebolak-balik. 
Yang homo pengen punya anak. Yang hetero pengen childfree.","The world has turned upside down.
Homo people want to have children. The hetero want childfree."
362,363,badaiy,"Ya semoga saja semua para pejuang garis 2 bisa tercapai mimpi2nya.

Jikapun tidak, opsi adopsi utk anak2 yg pada tidak punya orang tua jg ada, banyak. 

Kalopun memilih childfree, its okay jg.

Selama kita bahagia dengan pilihan hidup kita sendiri. Tercukupkan. Bahagia. Amin.","Yes, I hope that all line 2 fighters can achieve their dreams.

Even if not, there are also many adoption options for children who don't have parents.

Even if you choose childfree, its okay too.

As long as we are happy with our own life choices. enough. Happy. Amen."
363,364,badaiy,"Childfree

Ya kalo punya opini begitu, bagusnya keep it to yourself sih. Mungkin jg dia bikin konten begitu karna udah jengah dengerin ptnyaan ""kapan hamil/pnya anak?"" yg ditujukan ke dia.

Gk semua orang diberi kemudahan utk hamil dan punya anak seperti orang2 pada umumnya.","Childfree

Yes, if you have an opinion like that, it's good to keep it to yourself anyway. Maybe he also makes content like that because he's already tired of listening to questions like ""when are you pregnant/have children?"" addressed to him.

Not everyone is given the convenience to get pregnant and have children like people in general."
364,365,NingYenna,"Ditengah perdebatan tentang childfree sadarilah bahwa menikah itu untuk meneruskan garis keturunan, saat mengandung adalah ibadah, saat melahirkan dosa2 wanita yg melahirkan itu disucikan sehingga seperti terlahir kembali, saat memberikan ASI dilebur lagi dosa2 yg tersisa","In the midst of the debate about childfree, realize that marriage is to continue the lineage, when pregnant is a worship, when giving birth the sins of the woman who gives birth are purified so that it is like being born again, when giving breast milk the remaining sins are melted down"
365,366,dpardede,"@poponkerok https://t.co/JiW2W0D1eI
Jangankan childfree, 2 aja masih kurang.","@poponkerok https://t.co/JiW2W0D1eI
Never mind childfree, just 2 is still lacking."
366,367,MS_LuBI5,"@convomfs Beneran sih, ada beberapa kenalan, yg childfree laa, kasihan nasibnya, entar kerasa kalau udah tua saja, tunggu aja, baru kepikirannya nanti, kalau masih muda sih bisa saja anda-anda idealis https://t.co/KZ8JXUoJv1","@convomfs It's true, there are some acquaintances, who are childfree, it's a pity for their fate, for a while it feels like you're old, just wait, I'll think about it later, if you're young you can be idealistic https://t.co/KZ8JXUoJv1"
367,368,svarrah,"Wacana tentang childfree ini benernya oke2 ajalah, jd wanita dan laki2 itu punya opsi dalam hidup. Org jd berfikir, oh ada ya org mikir kaya gini, sesimple itu. Ga harus sama smuaa beranak pinak smua, homogen smua, laki perempuan smua, pdhl faktanya beragam.","This discourse about childfree is really okay, so women and men have options in life. People think, oh there are people who think like this, it's as simple as that. It doesn't have to be all the same, all children and all, all homogeneous, all male and female, even though the facts are varied."
368,369,meoownica,@Penimbunembun @menghanyurkan orang mau childfree ngapain dilawan anying😂,@Penimbunembun @menghanyurkan people want childfree what to fight against anying😂
369,370,Jualkeripikenak,"Urusan childfree sudah jadi bawaan alam sadar gua sejak jaman sekolah, bukan karna wasweswos yg lagi blakangan muncul, tapi karena struggle dalam keluarga yg harmonis tidak di dapetin dalam keluarga gua yash kalo di bilang hidup dinamis mungkin gua engga 😊.","Childfree affairs have been innate in my conscious mind since school days, not because of the anxiety that recently appeared, but because of the struggles in a harmonious family that I don't get in my family."
370,371,ikiy,Yg gw bingung si penganut childfree ini kalo lagi pengen gesek² doang kali yak apa pake sarung. Jiaaaahhhh....,"What I'm confused about is this childfree adherent, when you want to swipe just a few times, should you wear a sarong? Jiaaaahhhh...."
371,372,syarafmaulini,"Knp pusing sih sm pilihan org utk childfree? Cb perhatikan dr sudut pandang kepentingan kelean sndiri: klo bnyk org childfree, anak kelean bs lbh mudah msk sekolah favorit, persaingan bisnis jd berkurang, ledakan populasi bs ditekan. Dah ngaku aj kalian cm ga suka sm gitasav kan","Why do I bother with people's choices for childfree? Try to look at it from the point of view of self-interest: if there are lots of childfree people, it's easier for lazy children to go to their favorite schools, business competition will decrease, population explosion can be suppressed. Just admit it, you just don't like Gitasav, right?"
372,373,dekatmonas,"Tukang ngeyel jatuh kepada:
A. Pendukung childfree 
B. Pendukung lgbt 
C. Pendukung vegan lifestyle
D. Pendukung bubur ayam tidak diaduk 
E. Semua benar","The tyrant falls to:
A. Childfree advocates
B. Lgbt supporters
C. Supporter of vegan lifestyle
D. Supporting chicken porridge is not stirred
E. All correct"
373,374,txtdarimaskael,ya itung2 nambah kerjaan buat yg gak childfree ketimbang nganggur doang wkwk,"Yes, it's just adding more work for those who aren't childfree, rather than just being unemployed"
